age,personnel_id,gender,race,marital_status,education,type_of_work,salary,distance_from_home,years_with_current_manager
36,8005,0,1,1,2,0,81877,10,1
55,8006,0,2,2,1,3,49285,8,8
62,8007,1,2,2,1,3,90230,11,8
62,8008,0,2,2,3,2,72023,4,7
52,8009,0,2,0,0,2,53140,18,3
29,8010,1,4,1,2,1,96586,4,1
70,8011,0,2,0,2,2,21051,3,3
33,8012,0,2,2,0,2,109391,5,3
26,8013,0,5,1,2,1,96092,3,1
65,8014,0,1,2,1,1,33473,8,4
40,8015,0,2,1,3,1,20554,20,8
63,8016,0,2,0,3,2,65552,16,6
64,8017,0,2,2,3,3,27291,22,7
53,8018,1,1,1,1,1,92224,2,6
49,8019,0,2,1,2,1,57531,6,6
51,8020,0,2,1,0,2,46562,9,6
47,8021,1,2,1,1,3,62746,6,1
67,8022,0,2,2,2,1,38007,6,1
61,8023,0,3,2,0,1,82402,10,10
51,8024,0,2,0,3,2,34614,9,9
64,8025,0,2,0,3,1,87259,17,9
25,8026,0,1,1,0,1,112389,28,4
59,8027,0,2,2,1,1,36037,15,6
42,8028,1,2,2,1,0,60547,15,3
48,8029,1,2,0,1,3,68415,20,5
31,8030,1,2,0,1,1,74631,7,9
52,8031,0,1,2,1,3,64785,8,8
43,8032,0,1,2,1,1,51288,16,4
35,8033,0,1,2,2,0,71974,6,4
30,8034,1,2,0,1,3,92553,24,4
57,8035,1,2,1,4,0,94769,9,5
61,8036,1,1,0,1,0,64882,9,4
32,8037,1,2,1,0,4,101039,9,8
66,8038,0,3,2,1,0,33248,11,5
48,8039,0,2,0,1,3,103839,9,11
49,8040,1,2,0,1,1,80109,14,6
48,8041,1,2,1,5,0,87220,17,9
48,8042,0,2,2,1,0,79616,5,3
59,8043,0,2,2,1,3,33781,12,5
59,8044,0,1,1,2,2,38769,9,6
60,8045,1,2,0,3,0,61264,6,2
39,8046,0,1,1,1,1,83869,18,9
42,8047,1,2,0,1,0,78309,3,2
41,8048,1,2,2,0,0,88831,16,2
33,8049,0,0,2,2,4,113227,13,2
50,8050,0,2,0,2,0,65401,6,3
49,8051,1,2,0,1,0,60316,5,1
36,8052,0,3,2,2,1,94458,10,2
67,8053,0,2,2,3,0,30983,9,8
38,8054,1,2,0,3,2,50508,2,7
49,8055,0,2,0,0,0,59759,15,5
46,8056,0,1,0,1,1,78818,19,5
38,8057,0,4,0,2,1,52131,15,6
60,8058,0,2,2,1,2,23771,23,13
41,8059,0,2,1,1,3,90945,25,2
43,8060,0,2,0,1,0,53526,4,9
48,8061,0,2,0,0,1,31661,6,7
55,8062,0,2,1,2,1,94632,2,7
53,8063,0,2,1,3,1,48307,6,3
38,8064,0,2,0,0,2,82456,21,7
34,8065,0,2,0,2,4,58323,6,7
39,8066,1,1,0,1,0,99898,23,7
26,8067,0,2,2,0,1,100243,6,9
30,8068,0,2,0,1,0,91999,12,4
50,8069,0,1,0,3,1,97577,3,1
29,8070,1,2,0,2,2,75293,6,2
47,8071,0,2,1,2,5,51743,16,2
55,8072,0,2,1,2,0,28747,17,9
60,8073,0,2,2,1,1,86401,19,4
64,8074,0,2,2,0,1,60620,23,13
50,8075,0,2,0,1,3,62969,13,3
40,8076,0,1,1,1,5,67529,5,3
46,8077,1,1,0,3,3,91133,18,3
70,8078,0,2,2,3,3,36829,8,4
57,8079,1,4,0,1,2,101753,6,3
36,8080,1,2,0,1,1,111874,4,2
45,8081,0,2,0,4,1,56978,8,8
42,8082,0,2,0,0,4,90102,23,9
65,8083,0,2,0,2,0,73218,14,8
50,8084,0,2,1,0,0,58043,19,9
43,8085,0,2,1,1,3,92223,9,7
42,8086,1,2,1,2,1,51808,16,3
54,8087,1,0,0,2,2,105473,9,10
34,8088,0,2,0,0,1,89255,11,6
71,8089,0,2,2,0,1,28902,20,6
41,8090,0,2,1,2,1,69435,16,7
61,8091,0,2,2,3,1,30617,8,3
37,8092,0,2,1,1,1,83789,17,4
56,8093,0,2,1,0,1,77862,6,7
52,8094,0,2,0,0,2,42823,8,7
36,8095,1,2,2,0,1,102031,8,11
40,8096,0,6,1,3,0,71617,16,1
39,8097,0,2,1,2,1,54307,21,9
63,8098,0,2,1,1,3,28356,17,2
49,8099,0,2,1,1,0,82727,21,5
58,8100,1,2,0,1,3,84412,5,8
48,8101,0,2,1,0,5,88429,8,1
39,8102,1,1,1,3,1,39281,17,1
52,8103,0,2,0,2,4,63355,10,3
58,8104,0,2,2,3,3,60358,26,4
69,8105,0,1,1,4,1,33798,11,5
71,8106,0,2,0,0,5,79363,14,11
52,8107,0,2,2,0,1,66644,9,9
36,8108,1,2,0,1,3,101060,3,5
38,8109,0,2,1,3,0,84074,21,6
35,8110,0,2,0,3,3,64804,18,1
39,8111,1,2,2,4,1,71242,13,4
48,8112,0,3,1,2,0,34597,21,4
55,8113,0,4,0,1,3,37842,11,8
37,8114,0,4,1,0,0,83882,20,9
36,8115,0,2,0,1,1,73045,14,4
43,8116,0,2,2,1,3,61244,3,5
53,8117,0,4,1,3,0,71324,8,7
66,8118,1,2,1,2,1,35995,4,2
39,8119,0,1,0,0,1,60338,7,1
45,8120,0,2,2,3,3,101963,15,12
33,8121,0,2,0,0,2,72259,17,9
37,8122,1,2,0,2,2,91267,11,3
52,8123,0,1,0,2,1,69677,8,3
65,8124,1,2,1,0,1,35698,14,6
45,8125,0,3,2,1,3,82006,5,5
46,8126,0,2,1,0,1,59668,22,7
62,8127,0,2,2,5,3,26059,9,3
66,8128,0,4,0,0,1,69420,14,10
40,8129,1,2,2,2,1,97025,13,1
53,8130,0,2,1,2,0,51666,20,4
62,8131,0,2,1,1,3,68312,5,8
23,8132,0,2,1,2,1,92108,6,6
54,8133,0,5,1,0,1,60347,11,5
44,8134,0,2,0,1,3,85026,13,6
42,8135,0,4,0,1,2,40326,16,8
27,8136,0,2,1,0,0,109551,12,2
43,8137,1,2,1,3,0,107856,18,4
68,8138,1,2,1,2,1,24560,15,4
32,8139,0,2,2,1,1,22318,14,11
66,8140,0,2,1,3,1,30632,2,6
47,8141,1,2,1,2,1,81505,3,7
50,8142,0,2,1,3,1,87626,17,3
51,8143,0,0,2,0,1,74189,15,7
49,8144,0,2,0,1,3,98787,8,5
34,8145,0,2,2,3,3,96493,7,6
39,8146,0,2,1,1,0,36336,3,3
41,8147,0,2,0,3,2,52523,20,3
37,8148,0,2,1,0,0,79143,28,5
46,8149,0,2,0,2,1,69470,20,3
52,8150,1,2,0,0,0,67874,16,3
32,8151,0,2,1,1,2,32058,17,4
52,8152,0,2,2,1,3,58924,15,9
50,8153,0,2,0,0,4,71912,28,5
67,8154,0,3,0,2,0,59768,12,3
31,8155,1,2,1,2,1,87615,11,5
53,8156,0,2,2,1,3,56731,14,7
44,8157,0,2,2,1,3,89100,14,6
63,8158,0,2,0,1,3,65671,19,9
65,8159,0,2,2,3,1,74518,5,4
37,8160,0,2,2,3,1,55396,20,1
52,8161,0,2,0,0,1,54593,5,4
70,8162,0,2,2,1,3,54122,2,5
26,8163,0,2,0,0,2,68198,21,5
69,8164,0,2,0,2,1,41293,10,2
51,8165,0,2,2,2,0,32925,11,9
57,8166,0,1,1,3,2,24486,14,11
45,8167,0,2,0,0,0,76037,16,3
50,8168,0,2,2,1,3,36629,7,11
41,8169,0,2,1,2,1,93917,2,5
58,8170,1,2,2,3,0,110548,24,10
60,8171,0,2,2,1,1,101747,18,2
48,8172,0,2,2,2,0,51057,6,3
45,8173,0,1,0,2,1,76518,7,3
45,8174,0,2,2,3,3,58823,8,5
31,8175,0,2,2,3,0,96334,6,6
52,8176,0,1,0,1,0,51913,27,5
47,8177,0,2,2,0,1,75413,12,6
45,8178,0,2,0,2,1,96191,13,3
62,8179,0,4,1,0,0,79317,8,4
49,8180,1,1,0,2,4,54716,7,9
35,8181,1,2,1,1,3,87711,13,12
27,8182,0,2,0,3,3,93540,18,4
52,8183,1,2,0,1,3,67456,14,6
51,8184,0,2,1,0,1,51421,13,8
64,8185,0,2,0,3,1,75368,6,3
49,8186,0,5,2,2,2,44278,19,7
62,8187,0,2,1,1,1,26635,13,4
30,8188,0,2,0,2,0,85855,10,1
28,8189,1,2,0,1,3,86575,13,5
53,8190,0,2,2,0,0,88036,6,9
70,8191,0,1,2,3,3,32893,7,9
45,8192,1,2,0,2,1,95250,17,3
57,8193,0,4,0,0,1,39040,9,8
58,8194,0,3,0,3,2,39715,19,8
58,8195,0,3,1,1,5,86815,23,6
35,8196,0,2,2,0,0,94236,6,4
30,8197,1,2,1,2,0,37935,8,8
65,8198,0,2,0,1,3,39495,5,6
43,8199,0,2,2,0,1,98960,11,2
52,8200,0,2,1,0,2,82764,11,8
44,8201,0,0,0,1,3,103955,2,9
43,8202,1,2,0,0,2,87391,13,2
67,8203,0,3,0,1,2,25276,11,1
47,8204,1,2,0,0,1,76666,9,4
47,8205,1,2,2,2,3,92651,11,7
20,8206,0,5,0,0,1,63536,8,2
44,8207,0,2,1,0,0,76853,23,10
31,8208,0,2,0,3,3,51383,12,6
53,8209,1,3,0,1,1,92667,17,3
60,8210,0,2,2,2,0,29312,5,6
51,8211,1,2,1,1,3,42054,9,10
32,8212,0,2,1,3,1,88210,5,10
41,8213,0,2,1,1,1,48533,5,7
35,8214,0,2,2,0,1,66971,20,11
53,8215,0,2,0,1,1,92439,7,9
49,8216,0,2,1,1,1,45419,13,5
38,8217,0,2,0,1,0,60477,14,6
34,8218,0,2,2,1,3,78068,7,6
46,8219,0,2,0,0,0,77279,13,5
49,8220,0,2,1,2,3,23950,15,9
46,8221,0,1,0,1,3,42311,9,1
42,8222,0,1,2,3,0,80414,2,9
43,8223,0,2,2,0,1,95240,17,10
62,8224,1,2,2,1,1,26700,10,11
40,8225,0,2,0,1,2,51127,4,6
62,8226,0,2,1,1,3,26455,18,2
55,8227,0,2,2,1,1,57305,14,9
64,8228,0,2,2,2,0,28674,8,4
40,8229,1,2,2,0,0,74541,22,1
44,8230,0,2,2,3,0,102748,14,11
33,8231,0,2,1,2,2,105372,8,7
58,8232,0,2,2,2,1,56125,15,4
36,8233,0,2,1,1,3,88905,18,4
47,8234,0,1,0,2,3,77446,7,5
46,8235,0,2,1,1,0,37667,9,3
51,8236,1,2,1,1,0,62071,10,12
29,8237,0,2,1,2,1,108381,18,6
37,8238,0,2,2,0,0,73609,4,7
26,8239,0,2,2,0,1,81260,11,1
52,8240,0,0,2,1,3,71638,15,6
55,8241,0,2,0,2,0,97208,14,10
42,8242,0,2,0,2,5,47919,14,8
39,8243,0,3,2,2,1,51546,8,4
53,8244,0,1,0,1,3,49684,11,5
46,8245,0,2,0,0,0,34513,11,5
47,8246,0,2,1,1,1,78149,7,4
63,8247,0,2,0,0,1,64235,24,8
46,8248,0,1,1,0,2,37498,14,12
55,8249,0,2,2,1,2,53912,6,12
65,8250,0,2,1,4,1,54502,27,8
66,8251,0,2,1,2,0,30604,8,5
40,8252,0,2,1,3,3,77570,7,7
56,8253,1,2,2,0,2,67473,5,4
37,8254,1,0,0,2,1,100577,17,1
37,8255,1,2,1,0,1,87207,21,6
46,8256,1,2,2,1,3,72334,24,5
64,8257,0,0,2,0,5,26571,10,5
37,8258,1,2,0,2,1,101435,18,1
65,8259,0,2,2,0,0,36717,25,7
51,8260,0,2,0,2,0,56520,22,2
44,8261,0,2,0,3,0,86565,2,3
33,8262,1,3,2,2,0,54582,11,6
54,8263,0,0,2,2,2,53893,27,2
44,8264,0,2,1,1,1,59293,6,4
62,8265,0,2,1,1,3,29009,17,4
54,8266,0,2,1,1,3,93285,17,4
57,8267,0,2,0,1,0,78847,20,7
28,8268,0,2,1,3,3,87195,7,3
48,8269,0,1,0,0,1,73201,3,1
45,8270,0,2,1,2,5,89540,16,3
29,8271,1,1,2,3,3,62498,10,8
51,8272,0,2,0,1,1,86213,2,10
56,8273,1,5,0,4,2,77323,23,6
36,8274,0,2,1,1,2,73043,23,1
66,8275,0,2,0,3,3,73758,9,9
40,8276,1,3,0,1,3,91220,2,2
25,8277,0,0,1,1,3,67803,25,3
48,8278,1,2,1,3,0,104151,18,11
59,8279,0,1,2,0,0,26301,15,8
55,8280,1,2,0,0,2,52860,13,3
30,8281,0,2,2,1,1,93200,8,4
39,8282,0,4,2,3,3,80915,7,4
44,8283,0,2,0,0,1,74264,23,5
66,8284,0,2,2,3,0,31785,8,2
61,8285,0,2,1,1,0,51346,14,5
35,8286,1,2,1,0,1,69172,8,11
60,8287,0,2,0,1,2,51547,5,2
33,8288,0,4,0,1,1,52735,3,3
31,8289,0,2,1,0,0,71605,7,2
34,8290,0,2,0,1,1,78422,8,4
52,8291,1,2,1,2,1,30555,4,5
48,8292,0,2,1,0,1,103497,9,7
46,8293,0,2,0,2,0,81545,16,10
66,8294,0,2,2,1,2,25863,19,3
43,8295,0,2,2,1,3,30465,16,6
38,8296,0,2,1,1,0,54803,22,1
31,8297,0,2,2,1,4,83301,18,4
45,8298,1,2,1,2,2,51947,3,4
59,8299,0,1,1,0,1,30310,21,3
32,8300,1,4,1,2,1,73809,17,5
42,8301,0,2,2,1,0,46544,19,9
43,8302,0,2,1,1,4,96327,17,8
58,8303,1,2,2,3,1,88624,4,4
71,8304,0,2,2,3,2,27780,19,6
58,8305,0,0,2,3,0,57057,17,2
45,8306,1,2,1,1,2,43838,6,9
48,8307,0,1,1,3,1,77881,8,7
42,8308,1,2,1,0,0,104245,3,12
49,8309,1,2,2,0,0,43135,17,8
56,8310,1,2,2,1,1,81194,16,3
50,8311,0,2,2,1,3,91098,4,2
61,8312,0,3,1,1,1,65266,8,2
49,8313,0,2,0,1,1,78420,18,9
51,8314,1,2,1,6,0,96791,12,5
63,8315,0,2,2,1,3,36834,9,8
46,8316,0,2,0,2,1,50990,4,1
43,8317,1,2,0,0,1,83236,16,8
62,8318,0,2,1,1,1,62626,20,7
45,8319,0,2,2,1,2,92403,6,7
26,8320,0,2,2,2,1,87189,13,1
39,8321,0,3,2,0,0,52048,14,6
63,8322,0,2,0,2,2,70670,28,4
47,8323,0,2,2,2,1,41274,12,3
46,8324,0,2,0,2,0,87867,4,6
33,8325,1,2,1,4,1,47700,3,4
66,8326,0,2,1,2,2,30447,10,2
64,8327,0,2,1,1,3,25409,9,8
32,8328,0,2,1,2,1,56611,4,2
43,8329,0,2,1,0,1,51921,2,7
33,8330,0,2,0,0,1,110871,12,2
64,8331,0,2,1,3,3,34291,19,2
49,8332,0,2,1,3,3,64086,14,4
46,8333,0,2,2,2,0,68759,19,7
36,8334,1,2,0,0,1,81958,8,5
50,8335,1,2,2,4,1,76352,16,4
49,8336,1,3,2,0,1,110457,3,6
47,8337,0,2,1,1,3,103717,10,10
62,8338,0,2,2,2,1,69560,12,4
60,8339,0,2,0,2,1,36523,21,5
46,8340,0,2,0,1,1,58227,24,8
69,8341,0,2,0,2,1,28818,15,3
47,8342,0,2,2,0,1,85647,10,1
54,8343,0,1,2,2,1,35054,7,5
64,8344,0,5,1,0,1,50548,11,4
35,8345,0,2,2,3,1,72312,10,5
42,8346,0,1,1,3,3,59306,9,6
51,8347,1,1,0,6,1,60121,10,6
56,8348,0,1,2,1,3,100492,7,9
47,8349,0,2,0,1,1,96931,19,2
56,8350,1,2,1,0,2,72968,9,1
54,8351,0,1,0,0,0,70180,18,1
33,8352,0,2,1,2,1,101350,13,2
48,8353,0,2,1,1,3,97742,18,9
51,8354,0,2,0,0,0,105848,24,8
40,8355,0,1,2,4,1,55675,4,13
38,8356,1,2,2,4,0,89871,16,5
57,8357,0,2,1,0,1,102428,14,4
42,8358,0,2,0,2,0,90143,11,4
53,8359,0,2,1,1,3,98904,28,3
47,8360,0,2,0,3,1,41113,2,4
53,8361,0,2,0,1,1,44823,8,7
55,8362,0,2,0,3,3,69555,7,6
59,8363,0,2,2,1,1,32109,4,3
64,8364,0,2,2,1,1,63617,23,5
42,8365,0,2,2,2,1,59174,10,10
45,8366,0,2,2,3,0,51181,9,1
38,8367,0,2,1,3,1,34784,24,3
46,8368,1,2,2,3,4,85468,8,4
35,8369,0,2,1,1,3,75496,2,4
44,8370,0,1,2,1,3,100976,6,2
46,8371,1,3,0,1,1,63679,8,10
29,8372,0,2,0,2,1,47733,19,4
38,8373,0,2,0,1,0,62992,2,5
54,8374,0,2,1,1,3,34936,6,1
33,8375,1,2,0,0,1,48370,9,4
50,8376,0,1,2,2,1,51015,16,2
29,8377,1,1,1,0,0,27774,14,4
56,8378,1,2,0,1,1,53701,11,8
42,8379,0,2,0,0,1,52719,12,12
50,8380,0,2,1,1,1,82663,17,5
43,8381,1,2,2,1,0,37653,10,10
44,8382,0,1,2,1,1,106144,14,6
30,8383,1,0,1,3,3,92256,23,7
57,8384,0,2,0,2,0,91694,9,5
49,8385,0,2,2,2,1,88200,18,4
44,8386,0,2,0,0,1,107179,10,9
62,8387,0,1,2,2,0,21874,3,10
53,8388,1,2,1,2,1,76240,8,1
58,8389,0,2,2,0,2,47428,5,3
25,8390,0,1,0,1,1,50830,15,9
52,8391,1,2,1,0,2,89903,14,10
40,8392,1,2,2,1,3,58091,22,6
51,8393,0,1,1,1,0,105195,9,5
35,8394,0,2,0,1,1,92396,11,6
32,8395,0,2,2,2,1,80965,8,4
53,8396,1,0,2,2,1,90894,2,9
45,8397,0,2,0,3,1,89745,17,4
47,8398,0,2,2,0,0,75682,4,6
43,8399,0,2,2,4,1,50539,18,6
44,8400,1,2,0,2,1,35856,11,11
62,8401,0,2,2,0,1,27396,15,1
50,8402,0,2,1,1,2,42520,2,8
64,8403,1,2,2,2,1,33332,22,7
44,8404,0,1,0,3,3,69404,10,5
48,8405,0,2,0,4,1,71657,7,10
38,8406,0,2,2,2,1,32551,5,3
40,8407,0,1,0,2,1,64242,16,1
47,8408,1,2,2,3,1,79192,6,4
43,8409,0,2,0,1,1,88821,6,10
58,8410,0,2,0,0,1,83963,5,10
53,8411,0,2,1,1,1,64709,9,5
61,8412,1,2,2,0,5,24180,16,8
38,8413,0,2,1,1,1,60082,4,2
34,8414,0,2,2,0,1,92714,10,4
38,8415,0,2,1,1,3,91869,18,5
33,8416,0,2,1,2,0,75384,7,9
57,8417,0,2,0,1,1,50626,9,3
53,8418,0,2,0,0,2,73385,21,1
26,8419,0,2,0,1,3,67333,2,3
51,8420,0,2,1,0,2,96481,17,4
48,8421,0,2,2,0,1,37826,17,5
42,8422,0,2,2,2,1,84692,13,5
57,8423,0,1,0,0,5,71343,7,7
57,8424,0,1,0,2,1,65820,16,5
43,8425,0,2,0,2,4,81482,18,9
60,8426,0,2,0,0,1,71240,15,2
41,8427,0,4,2,0,1,111173,9,2
42,8428,0,3,2,3,0,78524,4,1
26,8429,0,3,0,1,3,76223,15,2
52,8430,1,1,0,1,3,49724,6,8
45,8431,0,2,0,3,1,78387,14,5
59,8432,0,2,1,1,1,92939,13,1
60,8433,0,2,0,2,1,75430,10,6
47,8434,0,2,1,4,1,44835,28,8
44,8435,0,2,0,0,2,39106,12,1
34,8436,1,4,1,3,3,98725,10,4
71,8437,0,2,2,2,0,33202,6,3
35,8438,0,3,2,0,1,97529,4,5
44,8439,0,2,1,2,3,64763,11,7
62,8440,0,2,2,2,5,34433,18,4
39,8441,0,1,1,2,1,72229,4,4
34,8442,1,2,2,1,1,91633,3,6
49,8443,0,2,2,1,0,79217,20,2
55,8444,0,1,2,3,3,91031,14,1
49,8445,0,2,0,2,0,74786,4,6
40,8446,1,2,2,2,1,60796,26,5
64,8447,0,2,1,1,3,39372,25,1
61,8448,1,2,0,2,0,99475,7,9
62,8449,0,1,1,0,1,27262,13,5
40,8450,1,2,0,1,1,94999,11,7
51,8451,0,2,1,1,3,74142,11,9
59,8452,0,2,1,2,0,27052,18,11
48,8453,0,2,1,1,3,59744,14,7
26,8454,0,2,1,1,3,92771,4,4
47,8455,0,2,1,0,0,66654,6,11
53,8456,0,2,2,0,5,75225,11,1
36,8457,0,2,0,1,2,91719,9,1
48,8458,0,2,1,0,0,71645,10,3
56,8459,1,2,2,2,1,49038,8,2
29,8460,0,2,1,1,1,40596,10,5
46,8461,1,3,0,0,1,82516,6,6
35,8462,0,2,2,4,0,97613,12,2
51,8463,0,2,0,1,1,78512,6,5
44,8464,0,1,1,2,5,110672,15,1
38,8465,0,2,1,1,2,49170,17,1
41,8466,1,2,1,1,4,96276,16,10
56,8467,1,2,2,1,3,89564,7,7
52,8468,1,2,1,3,3,43673,4,7
54,8469,1,2,0,0,0,78741,13,4
48,8470,0,2,2,1,3,99669,5,2
60,8471,1,6,2,1,1,80885,9,10
46,8472,0,2,1,1,0,95730,5,13
26,8473,0,2,1,1,3,97164,18,6
55,8474,0,2,2,3,3,39080,3,4
72,8475,0,2,0,0,2,96472,16,5
63,8476,0,0,1,2,1,72432,5,2
40,8477,0,2,0,0,1,80341,6,8
60,8478,0,4,0,0,2,96875,4,4
41,8479,1,2,0,2,2,88072,6,1
59,8480,0,2,2,1,1,68952,6,2
48,8481,0,2,0,1,3,85589,2,8
47,8482,0,2,1,0,1,92022,13,4
50,8483,1,1,1,3,3,108783,29,2
45,8484,0,2,0,0,0,103860,10,3
71,8485,0,2,1,3,0,28055,29,1
50,8486,1,2,0,3,3,75498,10,5
52,8487,0,6,1,2,1,75620,13,4
30,8488,0,2,2,0,1,44077,6,7
28,8489,0,2,2,2,2,91924,18,7
42,8490,0,2,1,3,1,27171,5,10
45,8491,1,2,0,1,3,66425,5,4
52,8492,0,2,2,2,2,78136,18,9
43,8493,1,2,1,0,1,88749,5,1
70,8494,1,2,2,3,2,21903,4,2
48,8495,0,2,2,1,3,70139,2,4
50,8496,0,1,0,4,1,60802,8,2
40,8497,0,1,2,0,1,64641,2,2
58,8498,0,2,1,3,1,87405,10,8
49,8499,0,2,2,0,1,37067,3,1
42,8500,0,2,0,1,2,95568,14,11
32,8501,0,2,0,0,1,83232,10,2
44,8502,0,1,0,1,1,81638,19,2
52,8503,0,1,1,3,1,68660,13,11
48,8504,1,2,1,1,0,43868,23,2
58,8505,0,2,0,3,1,83710,2,7
49,8506,0,2,2,0,1,67801,17,2
48,8507,0,1,2,2,2,90693,6,5
51,8508,0,0,2,2,1,91430,3,12
54,8509,0,1,0,3,0,80932,8,11
38,8510,0,1,0,1,0,66394,22,6
55,8511,0,2,2,0,1,84213,11,12
39,8512,0,2,1,0,2,74979,4,11
59,8513,0,3,1,0,1,24475,20,2
38,8514,0,2,2,3,0,48482,17,2
47,8515,0,2,1,1,1,94306,4,6
46,8516,1,1,1,0,1,48984,19,3
52,8517,0,2,0,3,1,56006,13,5
24,8518,0,3,2,1,3,53369,2,7
44,8519,1,2,1,2,0,82310,24,1
23,8520,1,2,0,1,0,102366,12,5
64,8521,0,2,2,2,1,27684,2,3
49,8522,1,2,1,2,1,111215,22,6
44,8523,0,2,0,3,3,74263,19,5
36,8524,0,0,1,3,3,72889,8,6
32,8525,1,2,0,3,0,80380,8,8
42,8526,0,2,0,3,1,90927,2,3
37,8527,1,2,1,1,1,105080,5,8
45,8528,1,2,2,1,0,56849,10,6
52,8529,0,2,1,2,3,79561,3,2
22,8530,0,2,0,2,1,80767,10,10
46,8531,1,2,2,0,1,66580,13,8
31,8532,0,2,2,0,0,77583,10,6
42,8533,0,2,2,0,0,91266,12,9
55,8534,0,2,0,1,1,52592,2,3
64,8535,0,2,0,2,1,65656,16,4
55,8536,1,2,2,3,1,89113,10,8
45,8537,1,1,1,1,3,57241,12,4
45,8538,1,2,0,0,1,68440,6,8
49,8539,1,2,2,2,0,60904,12,3
49,8540,0,2,1,0,2,74706,21,7
47,8541,0,2,1,1,3,83309,8,2
42,8542,1,1,0,2,0,96045,11,8
49,8543,0,2,0,0,1,79728,7,6
44,8544,1,1,0,3,1,88663,3,3
38,8545,0,2,2,2,1,59952,3,3
38,8546,0,2,2,1,3,92742,10,4
37,8547,1,2,2,0,1,71300,13,7
70,8548,0,2,1,0,0,22470,26,2
48,8549,1,2,2,3,1,83661,8,1
44,8550,1,3,0,1,3,102922,23,9
29,8551,1,2,1,1,3,100974,16,7
46,8552,0,2,1,2,1,81259,14,3
41,8553,0,2,0,3,3,61078,17,7
37,8554,1,2,1,2,1,65747,2,4
37,8555,0,2,1,3,2,80740,14,6
55,8556,0,2,0,2,1,69749,20,5
39,8557,1,2,1,2,1,79966,17,5
52,8558,1,2,0,2,4,115134,10,4
65,8559,0,1,2,2,0,26321,24,4
52,8560,1,2,1,2,0,70208,14,5
60,8561,1,2,2,3,2,61365,17,7
36,8562,0,3,1,3,1,83850,14,1
40,8563,0,2,2,2,1,94544,22,3
38,8564,0,2,2,1,1,104489,2,13
30,8565,1,2,2,3,3,79209,14,5
28,8566,0,0,2,1,1,70688,18,1
50,8567,0,2,1,0,0,27618,17,6
53,8568,0,0,1,0,4,20787,6,4
61,8569,0,2,1,2,2,28025,11,5
36,8570,0,2,1,1,1,101905,13,4
53,8571,1,2,0,0,1,64798,14,9
29,8572,0,4,0,3,1,88576,2,4
40,8573,1,2,1,3,2,49327,20,13
58,8574,0,2,2,2,1,52475,20,6
26,8575,0,4,1,1,2,89742,8,6
46,8576,0,3,0,1,3,56860,10,10
37,8577,0,2,2,1,1,80585,20,10
39,8578,0,2,1,1,0,92123,13,2
27,8579,1,2,0,1,3,65723,11,6
62,8580,1,2,0,3,1,50391,8,1
50,8581,0,2,0,1,3,29067,9,7
49,8582,0,2,0,0,0,59420,10,5
29,8583,1,0,2,3,1,84529,9,4
49,8584,0,2,0,1,3,80876,7,7
38,8585,0,2,1,1,3,24499,11,2
34,8586,0,2,0,0,1,87975,9,8
70,8587,0,1,2,1,3,29633,6,1
44,8588,0,2,1,0,0,98975,9,8
45,8589,0,2,0,0,1,60432,4,9
50,8590,0,2,2,1,1,62656,12,3
25,8591,0,2,1,2,2,57451,3,8
50,8592,0,2,1,1,3,95485,8,3
44,8593,0,2,1,2,0,91725,14,7
30,8594,0,2,2,3,4,108865,8,5
54,8595,1,2,2,0,2,72233,10,7
26,8596,0,2,0,1,3,79224,18,3
47,8597,0,2,0,2,1,74016,5,3
40,8598,0,2,2,0,1,62689,17,6
34,8599,1,2,0,0,2,63318,6,6
43,8600,0,2,1,1,3,93401,9,8
54,8601,1,2,0,0,0,48759,12,9
38,8602,0,2,0,0,1,83102,2,9
60,8603,0,2,1,4,0,27830,7,5
56,8604,0,2,0,1,1,73539,14,4
36,8605,1,2,1,0,0,94506,5,3
39,8606,0,5,0,1,4,65132,23,5
39,8607,0,3,0,2,1,58337,24,8
59,8608,0,2,2,1,3,70135,2,7
46,8609,0,2,1,3,3,99592,18,3
32,8610,0,2,2,2,0,99067,6,5
39,8611,1,2,0,1,1,47948,5,6
53,8612,0,1,1,3,1,93372,13,4
46,8613,0,2,2,1,1,95436,5,7
36,8614,0,2,0,1,1,71127,26,6
41,8615,0,2,0,3,5,66586,7,2
24,8616,1,2,0,5,1,95867,4,1
37,8617,0,2,1,3,2,80982,11,1
59,8618,1,2,0,1,3,88850,24,11
57,8619,0,2,2,1,1,66329,14,3
53,8620,0,2,2,0,1,62942,13,4
51,8621,1,2,2,3,3,54872,13,2
45,8622,0,2,0,1,1,69643,22,6
67,8623,1,2,1,0,1,60979,24,3
44,8624,0,3,2,0,0,83648,11,9
66,8625,0,2,1,3,1,78935,11,4
40,8626,0,2,2,2,1,70420,12,1
51,8627,1,2,0,2,1,72691,10,9
56,8628,0,2,2,2,0,34114,19,2
52,8629,0,1,2,0,4,83797,16,5
40,8630,0,2,1,1,0,104715,19,3
43,8631,0,4,0,0,0,55622,14,9
52,8632,0,2,0,2,0,38552,13,7
64,8633,0,2,0,2,1,25152,8,2
34,8634,1,2,0,4,0,75623,10,7
41,8635,0,2,1,2,3,56966,3,10
45,8636,0,2,2,2,1,69199,16,3
42,8637,1,2,1,2,1,94023,17,10
25,8638,1,2,0,1,0,93236,17,6
